OMNIvalue,k
585,73.25
786,70.24
959,72.21
625,77.91
393,65.94
512,71.49
188,72.31
312,74.05
778,67.82
762,75.78
633,74.22
333,68.83
494,72.95
466,74.82
348,74.94
306,75.97
387,80.57
680,72.97
233,74.23
304,81.1
166,70.32
207,81.31
206,71.18
461,77.72
909,68.39
820,74.68
532,67.55
350,70.08
452,69.79
592,69.14
637,68.87
692,74.4
441,69.63
891,74.7
837,70.34
320,76.28
546,78.14
951,71.34
667,81.33
413,67.9
485,77.92
637,72.74
436,71.22
235,72.56
506,74.65
467,76.74
747,71.17
702,70.9
387,74.73
484,76.87
724,70.66
756,81.9
578,75.36
437,74.48
807,70.75
993,72.54
678,75.83
733,70.08
586,73.44
603,73.59
708,78.56
769,72.83
710,70.43
436,72.07
400,75.13
347,83.28
731,74.56
737,75.61
311,77.56
206,73.98
307,79.56
560,70.76
781,70.65
264,78.11
234,75.67
409,74.74
1362,76.77
879,75.25
1036,72.19
615,70.27
621,74.46
608,68.42
642,72.03
542,72.65
579,73.89
530,74.95
608,71.3
654,73.64
745,75.74
734,74.51
758,72.54
734,68.5
980,71.4
1005,71.69
1057,70.83
964,73.59
873,68.17
829,74.07
694,72.19
774,67.07
471,73.42
458,70.82
302,70.71
307,70.46
169,71.4
162,67.98
367,71.86
151,73.03
161,69.8
219,70.59
210,70.65
294,68.84
276,71.3
254,64.78
56,75.11
38,72.63
126,89.7
194,70.23
262,72.94
652,68.49
1143,78.49
744,73.59
123,67.47
124,66.85
85,75.2
249,79.19
318,74.78
311,75.32
611,72.96
460,73.91
414,74.32
380,71.64
371,71.39
691,68.11
777,78.35
835,76.01
891,67.39
1099,72.35
1055,73.2
704,68.96
735,69.31
952,73.91
469,69.28
523,74.88
480,66.43
395,69.86
179,68.44
562,75.01
573,73.3
806,67.85
680,70.66
833,75.66
901,70.31
585,75.24
368,79.12
140,78.92
89,82.8
98,86.24
411,72.41
374,79.23
530,68.0
382,70.55
180,73.77
177,77.15
332,73.54
343,71.54
145,74.78
98,77.06
175,75.21
102,79.43
121,71.02
113,69.62
196,72.03
191,78.56
127,73.08
82,72.41
97,76.52
114,84.87
116,68.27
150,76.26
204,74.12
164,74.25
90,72.02
77,72.75
155,77.02
61,74.78
99,74.74
180,74.85
314,74.14
472,74.36
141,78.29
53,72.84
56,71.42
208,67.58
306,79.48
186,71.34
472,69.24
319,74.79
189,77.16
127,75.29
211,75.68
277,69.91
390,71.84
415,73.22
308,75.38
341,72.93
102,74.95
64,77.14
63,73.08
107,74.36
433,76.2
359,75.21
347,73.11
61,73.02
63,71.17
78,81.02
53,72.38
45,76.32
89,78.59
258,71.87
551,74.78
263,76.18
130,66.8
82,75.48
314,74.87
701,78.37
672,76.02
310,72.5
120,82.32
136,79.11
179,77.61
185,69.84
207,74.05
331,70.99
127,83.98
62,75.04
96,79.04
226,70.25
171,70.88
76,72.6
102,78.89
338,71.04
357,73.49
110,75.5
123,76.03
115,74.78
67,73.31
66,69.42
89,79.57
93,78.94
66,76.07
55,84.74
52,89.76
52,89.02
50,89.72
43,87.28
55,82.17
53,83.98
202,75.55
454,71.32
642,73.92
434,68.77
419,73.63
631,73.92
467,77.38
597,77.98
335,80.33
100,85.46
110,82.12
231,68.47
331,69.76
246,68.47
356,79.62
158,73.41
48,69.88
88,77.0
106,75.15
105,75.29
55,70.68
68,75.48
137,75.54
62,74.74
41,73.33
34,76.71
37,82.5
45,81.3
43,71.42
48,71.63
52,70.67
64,81.62
234,71.69
92,71.66
92,69.72
101,76.52
84,75.4
59,70.62
52,78.42
75,81.29
69,72.96
90,73.67
97,71.04
134,70.57
158,74.49
69,75.18
75,74.89
84,75.0
85,74.87
90,73.81
81,75.55
55,76.99
53,85.45
53,79.57
73,88.52
79,69.64
202,68.28
70,72.31
34,83.07
45,79.86
76,77.66
63,72.75
64,77.92
77,70.38
47,70.75
44,76.6
39,74.86
33,75.04
40,74.79
51,75.37
50,80.56
68,76.64
47,82.42
58,69.67
53,70.07
61,70.55
65,82.94
84,75.9
103,78.11
71,89.83
60,82.71
54,70.92
107,75.59
104,72.0
150,73.02
90,69.33
60,75.05
154,74.77
189,73.35
159,74.57
199,72.62
85,72.99
132,69.08
607,81.8
763,79.26
349,78.01
332,73.45
320,80.37
330,71.03
168,76.08
158,75.56
263,72.61
116,70.06
208,74.84
84,75.47
89,75.49
91,74.74
58,69.66
103,75.07
218,78.45
266,73.13
237,75.04
153,73.89
69,70.47
165,71.08
405,80.26
401,73.01
137,74.33
272,77.95
189,75.33
241,73.17
389,75.89
133,75.12
174,74.82
133,74.95
182,75.44
388,69.56
124,77.43
97,78.43
66,70.98
70,80.97
59,70.8
118,72.36
153,72.37
142,72.22
94,72.86
44,76.18
38,77.32
39,74.42
43,70.33
33,76.15
29,71.45
35,72.76
39,70.35
51,77.95
44,77.0
74,83.4
63,71.49
100,79.27
76,69.16
59,85.04
64,70.49
71,81.36
63,71.78
118,70.29
119,71.41
68,71.95
290,71.22
478,75.33
439,73.6
442,73.48
285,74.79
526,72.14
266,74.02
123,69.75
63,69.52
287,84.39
280,68.24
108,73.83
175,67.23
127,71.34
145,69.58
161,73.82
160,69.96
107,72.41
56,72.13
86,73.33
83,70.62
214,76.13
96,78.24
96,82.66
98,71.38
103,80.44
105,73.62
144,84.55
74,89.81
73,83.8
193,79.61
431,70.4
1170,68.46
1129,70.51
958,67.08
1119,73.15
1150,73.77
890,74.36
708,73.57
909,71.69
634,71.7
729,75.08
726,79.84
833,76.85
726,74.13
885,87.92
415,84.13
417,77.17
768,89.73
480,80.0
264,71.37
311,71.5
264,75.67
272,71.51
650,74.79
646,70.15
449,76.13
337,77.46
409,78.99
354,79.7
302,74.86
361,71.26
623,72.21
577,77.47
660,72.83
717,72.65
489,70.56
539,74.97
395,71.54
262,75.01
580,73.87
62,74.81
159,69.34
254,74.42
107,79.72
68,80.66
76,70.92
115,69.69
420,71.44
643,75.74
198,74.9
333,72.61
374,71.26
633,73.56
679,73.99
447,71.69
615,69.58
474,77.09
210,74.41
478,72.24
652,71.15
298,76.12
129,78.41
63,71.72
166,67.65
476,73.17
82,68.61
78,71.18
41,72.61
53,70.16
82,73.53
73,73.89
69,71.07
78,72.82
874,74.15
345,67.31
419,76.99
213,70.47
501,73.93
354,75.37
691,72.16
796,74.77
945,68.74
856,70.24
682,71.67
620,72.6
694,70.74
616,72.02
579,71.95
588,70.94
551,74.94
311,71.68
329,72.46
549,73.35
348,76.3
266,75.18
496,72.37
67,78.38
52,71.11
58,74.75
50,76.13
72,74.88
49,75.44
35,74.87
36,75.58
42,77.01
42,84.9
45,70.03
34,77.02
48,87.02
117,72.52
114,70.91
92,69.73
122,66.8
311,72.49
298,67.26
131,71.95
257,74.04
385,69.53
415,70.67
630,72.12
431,71.97
186,74.76
458,73.67
465,76.68
326,78.26
482,75.74
450,73.98
231,74.0
315,73.33
165,77.49
99,76.42
364,74.94
172,74.77
207,76.22
509,69.54
254,73.38
339,71.54
225,73.04
312,77.15
362,78.2
358,74.08
547,73.13
554,72.39
735,70.86
682,70.46
738,69.67
703,67.33
746,69.82
879,72.3
335,69.49
321,74.87
69,73.94
372,85.57
619,72.38
305,78.51
122,71.16
105,76.7
117,72.54
166,76.86
54,78.36
48,75.75
36,74.81
39,74.96
58,78.32
76,74.98
30,72.09
35,77.74
33,71.08
48,72.18
51,80.63
378,68.07
126,75.07
86,70.14
45,71.14
46,71.56
47,68.4
36,69.81
41,71.13
81,67.58
120,69.99
98,74.85
107,72.9
112,69.38
74,74.66
49,81.61
38,79.86
38,76.57
32,75.03
40,74.79
41,75.38
33,76.66
57,67.91
208,70.25
134,73.7
166,69.64
60,77.94
566,72.65
654,70.59
199,73.36
266,74.77
295,71.88
379,73.91
96,78.42
204,69.21
750,67.9
309,70.05
422,78.57
825,73.99
345,70.4
508,65.54
391,76.85
300,76.47
269,74.32
95,75.07
86,71.23
63,70.57
128,71.9
98,83.52
128,72.62
106,73.11
85,77.03
108,68.95
179,72.35
89,71.69
69,69.01
400,69.87
487,74.86
253,72.18
97,75.62
142,70.63
324,75.51
501,75.44
515,67.19
657,74.41
140,74.69
108,71.45
105,80.56
281,77.0
67,76.25
67,76.5
115,75.61
39,78.51
41,76.54
31,75.03
44,75.39
80,86.42
72,81.67
63,84.86
572,70.46
393,70.29
328,68.97
676,71.99
582,71.52
277,74.69
250,77.83
184,78.1
109,77.33
194,75.27
328,74.47
699,76.04
442,75.47
373,75.65
300,74.14
197,76.7
223,71.91
86,75.03
75,73.83
162,74.06
90,75.45
37,73.07
83,76.44
128,75.44
109,74.43
105,82.69
73,77.99
59,84.59
99,77.46
335,76.91
355,79.0
109,70.73
67,76.0
96,71.25
211,74.23
319,72.87
238,74.01
579,76.25
153,83.72
204,81.21
508,78.53
987,70.81
194,80.86
182,76.89
119,76.29
59,74.69
66,75.0
58,73.31
57,77.58
67,79.79
65,81.83
56,73.38
67,83.64
162,83.8
214,68.09
175,83.04
184,83.82
277,82.08
176,75.6
169,74.78
347,73.48
363,73.98
212,72.75
372,74.04
537,74.05
567,74.1
718,70.69
621,76.55
361,77.08
637,67.85
968,69.24
1071,65.1
928,74.48
459,75.58
494,75.29
164,77.4
170,74.95
133,69.59
122,71.57
112,69.74
452,71.32
414,73.56
142,71.05
161,72.93
573,77.22
370,77.7
520,77.86
756,76.73
689,75.42
558,76.27
636,71.51
384,77.31
198,76.07
312,73.98
207,73.27
1120,72.5
1084,74.79
660,75.29
552,76.42
608,74.52
746,71.29
881,75.16
799,79.86
579,71.8
593,77.69
618,66.44
434,84.1
173,84.65
495,80.29
340,69.92
164,72.68
291,74.77
214,70.31
604,72.96
459,72.61
577,75.46
742,74.02
576,79.97
430,78.49
506,72.02
285,77.11
718,81.99
968,79.46
826,70.54
424,80.26
416,80.43
630,73.92
615,72.34
452,73.04
980,73.96
816,74.97
604,73.94
677,77.2
694,73.64
722,63.19
628,79.15
709,80.73
372,79.32
237,66.98
404,82.12
697,75.98
692,72.15
508,73.46
349,76.03
213,70.24
446,74.9
519,74.33
512,75.08
411,73.98
558,77.14
386,69.19
362,77.1
87,81.38
170,79.96
294,76.44
404,76.22
389,81.37
582,73.57
648,79.42
468,79.8
385,72.05
984,71.56
1183,72.11
500,72.88
774,71.7
432,74.65
199,72.06
375,77.88
198,81.05
85,81.21
171,83.57
260,78.88
117,72.8
107,80.95
219,78.88
335,73.61
499,72.87
571,74.71
552,72.7
487,70.7
393,70.77
472,72.3
535,73.73
659,70.86
794,78.42
213,79.84
696,74.28
536,75.15
436,69.11
539,69.93
217,88.6
127,80.28
267,74.76
347,74.59
325,74.44
209,70.23
78,72.86
53,74.09
248,68.64
43,75.42
49,74.97
46,80.91
38,84.82
29,80.35
31,84.21
38,86.67
134,83.22
400,74.25
526,74.82
289,75.81
318,68.82
409,71.52
494,70.18
440,72.03
493,73.84
331,73.26
216,74.3
446,73.48
488,71.88
376,74.9
195,70.23
157,73.21
139,70.64
135,70.01
189,70.87
266,74.34
243,72.8
304,72.8
309,75.0
262,73.39
374,73.09
378,72.78
388,71.66
451,75.17
451,70.21
507,73.5
219,77.58
371,75.99
523,68.07
701,72.5
291,77.53
229,78.48
257,74.82
347,70.31
347,75.94
257,74.2
283,72.14
238,75.48
330,73.65
532,74.08
613,74.5
180,73.86
290,73.87
242,76.65
484,69.19
554,76.2
441,76.03
423,74.39
590,67.59
718,70.71
842,71.02
829,77.12
746,74.03
306,72.74
136,75.65
271,69.57
577,72.71
364,70.64
139,73.7
555,73.07
664,75.38
524,72.87
435,76.41
290,76.97
114,75.82
109,86.21
66,72.33
38,84.89
93,81.33
112,79.92
188,73.96
168,75.8
65,77.19
42,75.56
39,73.79
32,74.74
35,75.05
54,75.94
113,74.81
349,73.36
292,76.53
253,77.04
103,75.81
78,87.98
43,71.24
87,78.64
73,82.59
69,81.44
69,81.33
160,80.59
208,71.09
253,73.28
76,73.23
114,74.59
151,76.07
156,73.06
89,73.17
82,74.67
118,78.91
222,73.97
316,69.3
192,76.78
221,71.72
424,79.94
540,74.38
456,74.03
167,79.21
230,79.92
253,74.99
295,69.98
314,76.0
325,75.48
152,73.29
113,75.49
450,73.81
104,75.29
87,80.61
66,86.74
56,89.29
52,82.65
38,89.69
230,78.42
348,80.2
343,75.56
181,69.93
214,80.55
174,74.5
750,71.2
1203,69.82
697,71.6
125,76.48
253,77.26
116,77.26
107,67.32
138,76.42
337,72.93
566,69.84
549,79.43
284,79.89
164,84.75
204,72.13
520,76.79
909,74.35
359,71.68
484,74.44
475,75.71
203,75.34
304,70.85
379,72.66
323,75.13
152,75.35
397,72.83
739,70.89
496,72.18
576,73.47
666,75.53
500,71.58
310,74.79
207,79.56
303,80.21
397,75.74
179,84.03
271,76.15
568,73.28
386,78.07
163,75.6
112,82.29
135,74.74
126,71.49
123,72.08
122,71.76
64,76.73
361,79.07
331,75.14
195,79.82
239,80.43
183,80.99
330,76.33
431,78.41
261,76.28
292,76.6
185,77.71
204,77.79
294,77.62
499,73.66
316,75.98
76,74.87
78,72.91
100,74.19
169,74.35
286,77.19
190,75.09
272,75.46
244,77.31
165,75.89
280,77.25
539,73.99
451,78.2
385,74.85
458,73.78
593,74.9
489,76.52
309,76.6
279,73.4
304,73.48
80,73.89
45,77.68
76,71.45
279,70.58
246,75.76
82,77.19
64,80.56
57,77.37
70,68.02
33,71.94
32,85.52
28,82.35
42,71.78
59,79.87
54,73.91
144,79.5
161,75.5
160,77.94
146,75.17
99,72.94
86,74.75
237,75.19
478,73.4
229,78.56
271,71.91
183,74.51
133,70.59
204,74.69
192,75.82
192,81.17
345,75.11
866,71.11
759,79.05
294,76.23
160,78.28
205,74.3
323,71.13
260,79.24
112,75.39
282,73.82
269,74.42
449,74.23
512,72.92
301,77.44
156,74.38
257,78.56
422,79.62
575,75.04
601,69.89
425,81.79
415,73.62
330,78.13
282,77.14
306,66.01
233,72.9
228,71.18
338,72.7
383,74.3
217,74.55
185,73.01
80,75.85
385,74.05
325,78.97
199,76.8
457,71.61
364,73.71
431,76.7
408,77.08
338,69.04
355,77.29
258,73.5
173,78.89
340,74.35
340,78.7
225,75.29
218,74.86
107,76.08
90,73.19
211,76.41
231,75.8
172,73.91
127,77.41
523,74.35
652,76.18
387,75.86
401,74.76
300,74.78
179,80.57
180,74.77
335,72.73
161,77.02
211,78.91
308,71.7
133,77.37
58,75.02
57,71.66
59,74.8
79,72.23
93,74.64
76,73.36
55,77.02
189,71.21
313,76.99
428,75.96
78,79.81
59,74.87
51,79.71
94,78.13
102,71.53
57,69.75
54,71.38
173,71.12
443,73.26
338,75.19
160,75.99
75,76.96
63,77.46
63,78.08
130,71.93
54,78.18
51,77.42
52,70.04
79,79.11
78,75.87
121,77.44
238,76.1
104,76.82
99,78.43
98,75.09
67,74.11
104,75.45
109,74.08
75,74.5
45,75.85
84,72.84
118,74.17
73,75.1
75,79.16
107,81.43
188,74.02
189,70.44
271,73.55
216,74.23
92,78.63
124,81.82
154,86.55
177,79.85
252,74.78
370,82.02
388,75.59
386,69.63
419,72.42
920,75.68
700,74.83
487,74.58
505,74.11
608,74.61
321,74.99
548,76.34
739,73.97
1010,73.95
1091,81.03
701,74.56
961,75.91
739,73.77
780,67.75
749,78.17
742,73.57
663,78.97
888,76.25
552,74.05
553,74.36
452,72.8
367,75.12
170,74.07
342,75.11
300,72.0
388,68.51
337,74.23
368,76.54
635,74.47
262,79.68
88,84.84
67,86.89
79,68.92
90,82.46
87,67.71
310,82.99
627,74.74
575,74.36
174,77.99
49,75.07
87,77.5
107,73.26
223,67.72
192,74.04
194,74.6
119,73.01
114,74.74
166,72.83
248,73.51
83,74.8
73,78.23
140,69.34
155,79.77
264,82.97
99,84.16
75,89.87
81,89.13
230,78.26
362,70.46
739,75.57
553,78.86
584,70.54
1054,71.67
837,79.35
872,72.96
836,72.55
849,71.31
606,74.78
539,73.18
226,75.34
207,75.51
455,72.89
516,79.34
286,69.67
95,81.96
226,81.27
487,71.49
541,79.17
529,73.43
459,82.73
514,78.71
724,77.18
264,80.18
242,74.13
298,76.22
567,73.58
498,70.75
446,69.93
574,71.6
554,75.54
693,74.3
654,73.76
672,79.11
727,77.22
737,72.25
593,76.41
379,70.84
227,79.24
395,78.51
628,83.36
268,75.69
186,77.56
176,73.1
206,71.5
233,70.98
95,72.1
226,74.95
153,74.29
222,76.06
220,74.83
304,73.35
305,73.27
337,72.75
405,71.61
482,74.21
447,74.44
498,75.95
419,76.5
394,71.06
375,75.47
369,69.34
296,73.47
175,72.1
80,76.03
58,79.35
65,73.71
160,76.64
380,74.29
402,72.96
242,73.84
258,70.52
181,73.04
168,70.96
244,74.01
261,73.41
326,69.31
350,72.77
231,74.53
154,71.4
144,76.98
240,71.74
184,76.15
182,78.71
324,76.42
167,77.53
32,80.64
43,80.28
31,76.98
40,74.01
70,77.0
49,75.15
90,74.4
379,76.2
885,70.95
887,76.18
978,71.16
786,79.15
707,67.68
811,70.47
420,73.55
139,85.05
98,71.65
119,74.06
237,77.84
262,77.04
234,77.62
205,71.13
213,67.73
269,72.18
344,71.06
136,74.85
102,75.8
91,76.09
418,73.38
269,77.75
222,76.65
316,78.33
331,70.46
442,77.88
303,67.81
91,76.71
123,87.28
272,72.68
321,77.33
73,79.66
163,75.08
249,67.69
300,75.24
167,71.0
235,70.64
94,73.25
211,75.69
167,74.25
154,73.19
170,71.27
125,74.11
90,80.25
427,79.65
137,82.67
112,80.93
61,84.6
133,71.38
335,78.44
181,70.74
195,70.64
141,79.34
121,72.0
49,76.59
38,75.67
40,74.1
51,78.96
83,72.72
305,76.06
424,74.94
531,68.78
442,74.9
550,75.58
577,76.45
637,72.24
682,75.52
513,70.28
417,75.42
386,71.89
242,75.47
254,76.77
421,74.63
440,73.59
374,72.97
210,73.38
122,70.63
62,74.22
39,71.52
53,73.75
47,75.28
74,75.02
99,76.45
67,74.81
112,77.83
146,68.09
376,73.58
501,72.93
612,69.37
783,73.47
626,75.46
569,68.31
528,74.98
463,74.09
542,74.83
510,72.15
644,72.13
376,68.41
693,65.84
847,66.73
869,70.09
395,69.36
416,72.44
637,75.1
508,77.41
377,76.07
190,80.12
107,86.41
115,68.61
173,79.51
112,71.7
70,75.53
184,77.96
215,75.53
223,76.57
185,76.99
135,70.74
186,73.04
164,74.99
117,75.87
403,74.75
554,74.89
416,74.69
385,78.47
389,74.9
366,78.07
296,71.15
347,77.47
370,74.6
372,74.63
148,72.66
214,79.65
414,77.42
455,70.47
365,76.38
379,71.34
469,70.97
491,74.91
387,74.82
414,72.16
381,72.15
74,75.85
83,75.36
84,72.88
90,78.7
136,79.81
122,71.27
443,75.79
220,73.71
130,81.94
89,81.27
166,77.91
68,79.72
52,86.82
98,76.47
121,74.98
318,75.2
418,74.81
556,73.91
874,69.75
416,74.9
239,77.12
469,71.5
395,77.85
198,78.29
84,73.94
72,86.46
164,68.83
351,73.44
266,76.15
198,79.3
104,73.53
107,76.4
54,76.08
99,72.95
158,74.02
167,70.89
270,74.74
249,74.22
179,73.24
294,74.42
107,77.55
374,74.28
365,76.19
151,84.87
123,72.32
91,68.65
108,82.38
190,79.31
174,82.94
243,77.53
284,74.15
214,74.8
408,70.54
454,78.01
485,74.87
487,73.01
558,71.95
184,75.1
190,76.07
196,71.98
79,76.09
68,82.67
163,72.35
353,70.54
171,79.73
220,76.97
396,78.95
398,72.65
227,79.06
196,77.28
153,69.02
241,71.26
181,72.12
170,70.83
196,74.21
371,71.57
271,76.84
341,68.01
506,77.63
723,76.86
255,82.69
308,70.84
233,78.69
369,79.74
369,78.5
340,77.11
106,78.04
209,70.55
158,79.83
54,76.11
124,74.89
70,74.58
104,74.89
130,74.2
66,73.22
80,69.83
112,74.03
216,74.36
297,73.75
381,77.71
445,72.05
524,78.02
223,79.87
188,78.17
125,74.0
216,77.69
278,74.3
427,71.48
140,79.94
126,75.04
110,72.59
126,71.23
113,73.84
188,75.38
320,71.81
258,72.57
292,75.68
101,78.52
161,68.57
98,77.7
195,78.72
230,76.76
168,78.85
230,78.97
182,76.13
159,74.11
209,74.63
124,76.64
151,74.6
187,68.44
223,74.28
240,72.66
288,73.66
180,74.84
132,79.64
283,75.2
400,77.09
139,74.73
354,69.18
394,75.66
427,69.5
209,76.06
162,76.36
366,74.96
378,72.25
134,80.5
153,74.74
175,74.76
229,70.02
63,74.45
186,76.1
302,72.35
589,73.41
248,77.66
242,73.57
352,71.23
625,74.21
334,74.81
169,79.0
282,73.2
410,76.07
265,77.78
318,75.87
405,74.55
290,72.52
205,72.52
115,74.68
115,74.72
117,77.55
68,73.7
83,74.76
107,75.97
117,74.82
81,74.5
73,80.25
109,75.01
118,78.56
124,73.58
109,87.24
220,77.57
557,76.3
375,70.41
119,76.68
261,76.05
470,74.46
732,74.64
329,76.15
356,71.52
344,73.59
256,75.33
80,74.37
94,78.08
273,72.31
66,77.45
63,76.21
65,68.24
64,83.1
100,71.26
118,89.64
47,78.88
42,78.5
278,76.08
423,75.01
492,72.25
642,68.88
515,73.27
434,72.59
421,72.94
446,70.76
486,75.83
128,76.78
405,70.7
829,72.51
558,77.7
203,79.15
167,86.59
351,66.64
316,72.04
300,78.99
210,73.02
168,78.31
119,71.51
61,73.89
69,68.88
76,73.7
112,73.95
56,76.48
77,73.69
138,75.02
326,74.81
335,75.61
205,72.23
101,81.53
118,83.52
658,76.78
860,70.71
392,66.54
834,82.5
1440,70.03
677,81.7
561,74.23
823,68.05
1389,70.09
1491,76.19
1356,72.53
897,70.7
434,72.76
451,74.49
430,71.18
137,77.7
271,70.96
494,76.78
479,76.86
811,70.5
815,73.23
808,68.5
559,78.05
428,80.0
482,69.42
359,76.94
435,71.14
434,73.47
271,71.62
493,76.75
447,71.73
567,72.99
270,74.76
321,76.44
478,78.1
375,72.31
370,75.51
704,78.32
593,73.74
459,76.51
449,69.59
325,70.35
559,76.15
620,75.82
542,80.52
143,75.32
243,70.7
488,72.62
516,76.0
297,74.25
315,68.76
480,73.78
541,70.92
616,72.79
411,75.81
441,77.55
499,71.46
500,66.7
297,74.55
124,82.5
431,75.85
818,79.86
95,79.59
77,76.83
193,74.32
174,70.76
124,70.63
123,72.76
209,68.57
566,73.16
646,74.98
319,74.61
535,76.32
527,70.63
574,77.97
540,79.28
632,74.37
1056,74.55
980,78.3
822,83.74
752,74.68
358,77.41
429,69.54
846,73.29
429,70.73
430,72.62
452,71.66
153,75.02
265,75.76
640,73.9
558,74.27
564,75.17
464,71.63
446,70.85
261,80.02
209,75.01
240,75.19
269,81.97
235,76.55
704,74.2
405,80.17
261,75.68
331,74.28
647,76.21
580,73.63
395,77.62
110,80.13
567,73.57
477,76.62
548,80.61
531,74.38
492,77.49
593,71.55
287,78.94
468,79.29
231,79.64
112,75.57
188,73.41
368,74.79
133,71.61
69,73.38
154,74.1
211,73.7
363,77.16
295,78.52
261,79.05
300,71.68
369,72.33
335,76.9
285,71.82
442,72.9
524,73.73
139,77.44
121,77.9
284,72.05
235,76.88
153,72.71
92,73.53
110,72.94
183,72.73
187,72.19
66,74.67
52,76.62
302,76.51
90,84.45
44,70.63
111,79.3
342,67.75
245,68.89
130,74.55
95,76.98
115,80.3
79,69.66
52,71.67
42,69.38
49,69.28
51,75.08
64,68.9
45,73.72
61,76.04
57,74.89
79,74.6
136,67.95
327,71.73
300,75.62
206,75.06
143,72.85
509,80.86
651,78.82
232,71.78
123,70.58
50,84.6
86,77.74
122,74.83
234,69.79
110,73.48
82,76.09
119,73.52
254,73.09
44,69.5
140,75.01
113,71.76
89,76.03
255,71.66
214,77.97
166,82.09
249,68.41
66,82.28
100,79.36
81,78.05
120,80.23
235,71.1
111,73.28
65,69.79
184,71.48
398,69.5
403,72.37
187,74.5
66,76.83
230,79.79
424,76.44
201,83.27
407,72.7
215,77.61
59,70.47
298,81.47
224,67.73
391,81.22
374,77.8
55,70.5
50,76.34
50,73.55
163,68.38
98,73.43
246,77.53
122,68.33
133,76.28
183,77.35
94,79.94
250,79.54
167,80.59
101,68.14
295,72.53
148,82.33
167,74.54
329,73.97
101,76.44
186,69.9
125,72.07
53,71.54
155,74.8
375,75.35
499,72.8
524,68.71
409,75.99
398,72.28
365,71.79
443,68.4
293,69.31
287,78.36
198,69.31
178,78.92
202,76.17
249,73.9
57,71.62
57,70.97
74,73.32
93,70.46
68,67.64
119,74.89
266,67.72
208,74.85
221,70.63
354,77.35
80,85.03
177,78.15
377,66.92
219,79.26
101,79.1
105,76.68
341,70.64
367,69.76
216,69.44
176,71.58
253,74.81
584,73.0
542,75.65
270,77.88
84,79.5
169,78.31
460,77.56
528,76.96
789,75.68
627,79.72
638,75.29
293,76.37
297,75.56
320,72.75
478,72.65
170,73.42
185,72.28
89,74.76
90,72.45
75,76.95
63,80.94
102,80.2
213,76.59
176,68.59
214,67.14
132,71.92
95,76.42
292,75.29
391,74.96
322,72.36
206,72.75
411,74.63
402,72.26
507,71.42
594,73.11
396,72.18
66,76.61
83,76.69
160,81.6
242,78.16
120,74.16
98,73.04
160,69.56
137,76.37
280,71.84
277,73.64
181,70.95
181,77.45
229,74.2
185,73.9
117,74.13
101,74.99
105,78.14
74,87.04
93,68.91
105,77.54
138,69.25
118,71.47
114,71.02
192,75.61
97,74.81
313,69.34
474,73.69
177,75.16
65,74.43
45,74.9
273,76.28
704,74.27
341,80.7
452,75.7
954,69.9
1076,74.85
1131,71.55
678,70.85
690,75.04
321,81.7
596,66.71
595,76.94
352,84.34
775,77.76
526,71.06
378,70.41
641,71.62
514,75.45
668,72.63
634,75.53
264,77.23
488,76.83
265,79.32
576,74.63
387,74.02
194,71.89
436,73.61
178,72.22
264,77.83
424,72.31
428,71.44
313,74.85
249,75.36
364,73.02
312,76.4
254,73.62
338,74.72
186,78.01
276,76.45
288,75.46
535,75.7
244,72.19
312,72.35
256,74.62
243,80.45
701,76.2
561,79.15
501,78.17
272,76.29
248,72.56
347,74.85
172,75.38
94,75.51
302,74.46
557,70.8
442,74.29
216,75.99
171,71.59
330,70.59
380,72.67
462,76.36
387,76.29
303,78.84
567,73.26
547,72.86
495,68.14
83,75.1
129,71.93
400,71.48
226,76.13
260,73.96
341,72.5
545,71.62
188,78.9
102,78.35
260,77.43
432,75.44
201,71.64
227,74.81
83,79.47
60,73.5
153,71.33
330,75.43
141,75.11
79,75.57
243,76.02
193,73.43
124,74.92
94,73.01
57,78.37
116,74.75
242,73.89
205,79.16
100,83.65
54,71.87
84,78.49
74,86.78
80,72.95
240,76.66
188,74.99
226,74.92
155,71.92
265,72.11
196,74.42
170,75.01
169,68.35
217,74.17
92,72.05
97,78.31
127,75.83
106,72.03
100,72.28
115,84.04
107,75.15
109,80.6
232,75.88
129,72.54
104,71.74
39,70.92
36,69.53
29,72.74
40,68.42
58,74.56
69,73.7
84,75.14
220,79.83
312,71.77
351,66.71
192,75.36
262,80.54
69,67.33
165,67.16
322,75.81
211,80.7
436,75.08
78,70.26
87,75.23
183,68.77
177,77.1
99,75.38
75,75.22
182,68.8
378,74.82
119,80.45
112,81.26
125,81.96
62,70.98
135,79.64
150,67.51
150,83.94
316,72.51
274,72.67
455,71.83
506,72.32
559,68.96
197,74.36
88,73.04
117,73.45
63,71.25
347,74.27
558,72.38
204,78.77
160,67.16
127,70.89
77,70.88
173,82.25
113,68.41
352,73.19
215,71.97
83,72.63
59,77.47
79,69.09
138,71.57
63,68.75
497,74.89
491,74.89
412,74.48
230,69.78
122,70.55
76,68.76
56,84.78
41,68.26
238,85.47
552,75.04
650,69.06
639,76.56
354,75.94
125,68.33
56,72.35
48,68.06
55,76.65
97,76.43
50,75.0
68,74.0
384,74.84
434,70.53
420,69.66
424,83.02
63,81.72
175,81.69
63,84.27
572,77.93
398,76.31
275,73.61
386,76.55
186,72.77
68,70.11
53,72.78
